id,file,source_file,start_page,end_page,pages,file_sha256,bytes,case_title,case_number,deed_number,judgment_number,court,circuit,decision_date,year,text_sha256
collector-1435-v10-p206-34325502,extracted/collector-judgments/collector-1435-v10-p206-34325502.txt,moj-judgments-1435-volume-10.pdf,206,212,7,809430e03841a017c94cf5cc2a97131352050fbf0d24fda3ad5bd91ef310ca68,22411,:يلسلستلا مقرلارلا,34325502,,,محكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الواردة من فضيلة رئيس املحكمة العامة بالطائف برقم,الدائرة اجلزائية السادسة رقم (,,1435,c389441ebe798a4359fc50a9b232a51e044669619d05636a6122cb6286e4886b
collector-1435-v10-p213-34316397,extracted/collector-judgments/collector-1435-v10-p213-34316397.txt,moj-judgments-1435-volume-10.pdf,213,217,5,ff734b6e8140b04719ce3e9804ce33029349e33194648b0ee3b7b9c99f3f7dbd,15448,:يلسلستلا مقرلارلا,34316397,,,محكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الواردة من فضيلة رئيس املحكمة العامة بالطائف برق,الدائرة اجلزائية الثالثة,,1431,88a6e2d67862cdef8f453f1df6bfe30a1e027798c7a46fe7e6a2ac578e390ed6
collector-1435-v10-p218-35203271,extracted/collector-judgments/collector-1435-v10-p218-35203271.txt,moj-judgments-1435-volume-10.pdf,218,220,3,e4b58e6b0b779fef80c7555cb61adf5399a7e67b7102f6dc63b3bff3c4a30b8b,9514,:يلسلستلا مقرلارلا,35203271,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الوا,,1432,98cca113170f55cfd254405074c1ea9cb096b1139b099abfaba3c37fed9b1644
collector-1435-v10-p221-35393175,extracted/collector-judgments/collector-1435-v10-p221-35393175.txt,moj-judgments-1435-volume-10.pdf,221,224,4,041f05d3c8ac89adf7337ae71e78fe927396569b6d435afeaac273b7087389f2,13785,:يلسلستلا مقرلارلا,35393175,,,محكمة االستئناف بمنطقة الرياض عىل املعاملة الواردة من فضيلة رئيس املحكمة العامة بمحافظة رماح الشيخ,الدائرة اجلزائية السادسة بمحكمة االستئناف بمنطقة الرياض عىل املعاملة الواردة من فضيلة رئ,,1435,03fee53989d0888871c1b65f6147cf1e924d8c409739e1093d3a171d86caa0f2
collector-1435-v10-p225-34451564,extracted/collector-judgments/collector-1435-v10-p225-34451564.txt,moj-judgments-1435-volume-10.pdf,225,228,4,d85dc0684ad74648d3994358180afa3e7bac6e6d2b2024dbaaeb2b88720f8488,11637,:يلسلستلا مقرلارلا,34451564,,,محكمة حفر الباطن,,,1435,dd316037bf19a13628c50e05bbe2775898e1aa6274d14f1ce71ffe759e141c52
collector-1435-v10-p229-35135174,extracted/collector-judgments/collector-1435-v10-p229-35135174.txt,moj-judgments-1435-volume-10.pdf,229,231,3,ab7a17925187219d3fc0206fdd1b1d429d055fc4d9253de270939a586d9a5060,10009,:يلسلستلا مقرلارلا,35135174,,,,الدائرة اجلزائية األوىل االطالع عىل احلكم الصادر من فضيلة الشيخ,,1435,caab53d1798a1fad0acbeefc96ea2909afdca8b29f7739c6785ab04518278cf2
collector-1435-v10-p232-34432550,extracted/collector-judgments/collector-1435-v10-p232-34432550.txt,moj-judgments-1435-volume-10.pdf,232,236,5,18d91408559a6fb83663bfefa766ec7e2b98aaeb40bbe0b3eea76d5cb9360649,14797,:يلسلستلا مقرلارلا,34432550,,,,,,1432,e9cba3833ce34fe037f37f2aaf18e38445052f84e6728027233cff294dfad8b6
collector-1435-v10-p237-35262086,extracted/collector-judgments/collector-1435-v10-p237-35262086.txt,moj-judgments-1435-volume-10.pdf,237,241,5,aca7109a82827b7a106c6c29d16afd621653dec189f37888a0d507559559905e,15349,:يلسلستلا مقرلارلا,35262086,,,محكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الواردة إلينا شفع خطاب فضيلة رئيس املحكمة العامة ب,الدائرة اجلزائية الثالثة بمحكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الوارد,,1435,67b391da06190080c232ce268d4a7879a9c6ec90c4da5e94f8e35d9000b61cfa
collector-1435-v10-p242-34188800,extracted/collector-judgments/collector-1435-v10-p242-34188800.txt,moj-judgments-1435-volume-10.pdf,242,245,4,77baf536d6a780fcdd12926b184103a44c2ffab5277937fca7bb96be38a642c2,10586,:يلسلستلا مقرلارلا,34188800,,,,الدائرة اجلزائية األوىل يف حمكمة 244 االستئناف بمنطقة تبوك عىل املعاملة الواردة من فضيلة,,1435,5ae452ef05be3a705ec3ccb1bb26ad7eefbc4f4d771a8dec0da893e7e0280cc9
collector-1435-v10-p246-3424404,extracted/collector-judgments/collector-1435-v10-p246-3424404.txt,moj-judgments-1435-volume-10.pdf,246,256,11,e644119c9fe1c2a57e97c1023ee5c292efeaddf26c268600aa41a867ae0fb1e1,38800,:يلسلستلا مقرلارلا,3424404,,,,,,1435,d17b5d8ef4ef7c4a5a247385246e216e6b537c37b18979a143dbb4203b10f0cf
collector-1435-v10-p257-34421434,extracted/collector-judgments/collector-1435-v10-p257-34421434.txt,moj-judgments-1435-volume-10.pdf,257,260,4,dd93f00df548796df2158417f97566a5871a34f8445794a124430d1ca2ceeb71,13942,:يلسلستلا مقرلارلا,34421434,,,,,,1435,53efb133894248b58d19c55b159aab326aad4fde01896368689443dca688f552
collector-1435-v10-p261-32472596,extracted/collector-judgments/collector-1435-v10-p261-32472596.txt,moj-judgments-1435-volume-10.pdf,261,265,5,29c93560485d5439bb88917999a6045f1970ffdd93aaea8b3a77bee88f9b5288,17134,:يلسلستلا مقرلارلا,32472596,,,,الدائرة رقم (,,1435,92d60e69b6ad744c9b58154e135ae22c54724b7b073bc1600c2d8c82edce2e23
collector-1435-v10-p266-34238909,extracted/collector-judgments/collector-1435-v10-p266-34238909.txt,moj-judgments-1435-volume-10.pdf,266,269,4,2af22297a0bd0afcf0b1e4900b2e932e5ad4fd38afeb2cadd80b78520e5766ef,12150,:يلسلستلا مقرلارلا,34238909,,,,الدائرة احلقوقية األوىل يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة الواردة من فضيل,,1435,c4354466047c233a9d38983be8587a8b1245b502881be7fd825f992411cfeabb
collector-1435-v10-p270-35151910,extracted/collector-judgments/collector-1435-v10-p270-35151910.txt,moj-judgments-1435-volume-10.pdf,270,275,6,133e82015de44acfeb30816b259d0fd9fa31eaaba9ccecf4ff56523dfc264736,14320,:يلسلستلا مقرلارلا,35151910,,,,الدائرة اجلزائية الثانية برقم (,,1435,e0b5cd7885d9ebf57359747468223c5d56e44b44f666643a41118db59339c48d
collector-1435-v10-p276-34302657,extracted/collector-judgments/collector-1435-v10-p276-34302657.txt,moj-judgments-1435-volume-10.pdf,276,288,13,a198067918f73dea670a4a21d9836d64a3f71d6ed390acee94a8dbec7488afc9,48927,:يلسلستلا مقرلارلا,34302657,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة املقيدة لدى ام,,1435,2261954ce7ac588efaeff654d97786a138b87b9f8b8a4151180b78fb2260ad1f
collector-1435-v10-p289-34511748,extracted/collector-judgments/collector-1435-v10-p289-34511748.txt,moj-judgments-1435-volume-10.pdf,289,293,5,676ad013051d822e952e6f773eae7b831850ac4043523050306d5ddd0079ef0b,15862,:يلسلستلا مقرلارلا,34511748,,,محكمة االستئناف بمنطقة عسري عىل املعاملة الواردة من فضيلة القائم بعمل رئيس املحكمة العامة بأيب عريش القايض,الدائرة األوىل لتدقيق القضايا اجلزائية بمحكمة االستئناف بمنطقة عسري عىل املعاملة الواردة,,1435,a93875a59509997e5c63b1317a786a1aba5cd4c91f21e1e714f833de4e0207f8
collector-1435-v10-p294-3562162,extracted/collector-judgments/collector-1435-v10-p294-3562162.txt,moj-judgments-1435-volume-10.pdf,294,298,5,df3bf4dc4be739284bdf7b7733a0154d598d9c574d9960a6e3f44fab02fe4c4d,17392,:يلسلستلا مقرلارلا,3562162,,,محكمة االستئناف بمنطقة عسري عىل املعاملة الواردة من فضيلة رئيس املحكمة اجلزائية بنجران املساعد الشيخ )...(,الدائرة الرابعة لتدقيق القضايا اجلزائية بمحكمة االستئناف بمنطقة عسري عىل املعاملة الوارد,,1435,f0cc6d31ea143eb2a9bd201435f67d8dab4cb17252668847d239b50980cc6665
collector-1435-v10-p299-34485187,extracted/collector-judgments/collector-1435-v10-p299-34485187.txt,moj-judgments-1435-volume-10.pdf,299,302,4,93d45def1e1b1fd6f3ecfcbed9cebb0a6c2d4ab99af64d04a4b09016c3009480,13599,:يلسلستلا مقرلارلا,34485187,,,محكمة االستئناف بمكة املكرمة,الدائرة اجلزائية السادسة بمحكمة االستئناف بمكة املكرمة,,1435,3a79bba248523128f4eb6d5d436cde1ac94784d51de2d83236cb52e110d8aafd
collector-1435-v10-p303-3410012,extracted/collector-judgments/collector-1435-v10-p303-3410012.txt,moj-judgments-1435-volume-10.pdf,303,305,3,8401d29bc5401896a6c6cfc237f9b0667188c180095ea7b8ae612d7c06b651f8,9058,:يلسلستلا مقرلارلا,3410012,,,,الدائرة اجلزائية السابعة يف حمكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,2865c9e28a708c7e3b53d8563e2d624df000095a0b9b6962ff835b8b1cb6187c
collector-1435-v10-p306-35137796,extracted/collector-judgments/collector-1435-v10-p306-35137796.txt,moj-judgments-1435-volume-10.pdf,306,308,3,25a88ae3b4a25cf2b0fe09be51712373ea98605dcd2bcfa8f001fd24770cba0a,7577,:يلسلستلا مقرلارلا,35137796,,,محكمة االستئناف بمكة املكرمة جرى منا االطالع عىل املعاملة الواردة إىل هذه املحكمة بكتاب فضيلة رئيس املحكمة,الدائرة اجلزائية السادسة بمحكمة االستئناف بمكة املكرمة جرى منا االطالع عىل املعاملة الوا,,1435,e34d658a87b0d8cc22d8f3cf03772a8d79b3d7872a69db16af1803ffac835731
collector-1435-v10-p309-3413679,extracted/collector-judgments/collector-1435-v10-p309-3413679.txt,moj-judgments-1435-volume-10.pdf,309,312,4,8cc530f8d67a1245c338dc757a7c29cff8bc530fa7f01434bec2769af86f61a9,11009,:يلسلستلا مقرلارلا,3413679,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة املقيدة لدى ام,,1435,44deb5810a3b321d7dfe22d1a8ae2927ae1c54dacf72af967ea4dceb57697a46
collector-1435-v10-p313-34570042,extracted/collector-judgments/collector-1435-v10-p313-34570042.txt,moj-judgments-1435-volume-10.pdf,313,316,4,b4268d348e6d2fe3467143f5003db91ae5e756dbdacfd05dd6230e999aa409b4,11378,:يلسلستلا مقرلارلا,34570042,,,,الدائرة اجلزائية األوىل االطالع عىل القرار الرشعي رقم 35151051وتاريخ 1435/2/16ه الصادر م,,1435,f4a9183699627affacd675e6df131d9ff1ab09fe2921f49bfbd664c07e674112
collector-1435-v10-p317-355965,extracted/collector-judgments/collector-1435-v10-p317-355965.txt,moj-judgments-1435-volume-10.pdf,317,322,6,a204d02cc573d874d31278ba88c594d39633f0cfc21b0e170c386fae60baf738,20995,:يلسلستلا مقرلارلا,355965,,,محكمة العامة وفقا لنص املادتني ( )129٫126من نظام اإلجراءات اجلزائية إلدانته بام أسند إليه واحلكم عليه بام,الدائرة اجلزائية اخلامسية األوىل يف حمكمة االستئناف بمنطقة اجلوف عىل املعاملة الواردة من,,1435,39e89a5802b10f15909ef0f0f86cf86de452c5856341e110c681163856fd4c23
collector-1435-v10-p323-3529443,extracted/collector-judgments/collector-1435-v10-p323-3529443.txt,moj-judgments-1435-volume-10.pdf,323,325,3,7ed792ed7f8d9a4326d429059a8b8b5c25af499ba5564f123c8a0f47593d6c56,10165,:يلسلستلا مقرلارلا,3529443,,,محكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الواردة من فضيلة الرئيس املساعد باملحكمة اجلزائي,الدائرة اجلزائية السابعة,,1435,c81e96820b6de64c00e5e1c6ed0c867ecbd02c7463a263473653cc2e78f6f777
collector-1435-v10-p326-3499862,extracted/collector-judgments/collector-1435-v10-p326-3499862.txt,moj-judgments-1435-volume-10.pdf,326,330,5,dec0123fa9ba27a379f782045425f7052bf3b998d6cc3acf98a35baa72097313,15757,:يلسلستلا مقرلارلا,3499862,,,,الدائرة اجلزائية اخلامسية األوىل يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة الوارد,,1435,371c14b73dd704337cdcdb8de06abd831b52a91cd0e3e69d0763f963101546fa
collector-1435-v10-p331-3542683,extracted/collector-judgments/collector-1435-v10-p331-3542683.txt,moj-judgments-1435-volume-10.pdf,331,334,4,8360a03dd084aa564f3379f1c33c8528d9429c32dd05ff80d336e160516269ca,11920,:يلسلستلا مقرلارلا,3542683,,,محكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الواردة من فضيلة الرئيس املساعد باملحكمة اجلزائي,الدائرة اجلزائية الثالثة بمحكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,841fdc4bca50bd48109844894921f8fce150d10717b13b846b3c4ce08d6c0889
collector-1435-v10-p335-35368713,extracted/collector-judgments/collector-1435-v10-p335-35368713.txt,moj-judgments-1435-volume-10.pdf,335,337,3,e6db7c13646380434a2eb4ce19198a211717f8b49c9f9e1dd98708cdd1ce0e8b,9239,:يلسلستلا مقرلارلا,35368713,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,562092ac9848beb6440e9c8a7418e8e6d1e2df7e36ec8e5183349077f486c7c2
collector-1435-v10-p338-35145547,extracted/collector-judgments/collector-1435-v10-p338-35145547.txt,moj-judgments-1435-volume-10.pdf,338,338,1,b89071772f64f21a7f6908a2719d4a798255fcfcc285b623186230ad221d5117,2512,:يلسلستلا مقرلارلا,35145547,,,,,,1435,08bc404a5240cb4d674013281aff76e5fdc2391469debd5d0b349a9fa66ee242
collector-1435-v10-p339-35182025,extracted/collector-judgments/collector-1435-v10-p339-35182025.txt,moj-judgments-1435-volume-10.pdf,339,342,4,6a5750e6aba70486cbf89a2768591caf0c2e991d2a96523622ab1ead18d70428,12374,1435/03/08ه ،بشأن دعوى ( )...سعودي اجلنسية بموجب السجل املدين رقم,,35182025,,محكمة حمافظة رشورة العامة أتقدم إىل فضيلتكم بطلب إعادة النظر للحكم,الدائرة األوىل لتدقيق القضايا اجلزائية بمحكمة االستئناف بمنطقة عسري عىل املعاملة الواردة,,1435,c8f3765841c4c16c3834169bd2b07c4159ab10e648199fa82ca0115394ed683a
collector-1435-v10-p343-35175574,extracted/collector-judgments/collector-1435-v10-p343-35175574.txt,moj-judgments-1435-volume-10.pdf,343,346,4,3f223a67d4411bb1ed5e83f183854ce02e31e23c324559834cf9914fa91a47f5,12746,:يلسلستلا مقرلارلا,35175574,,,محكمة االستئناف بمنطقة حائل عىل املعاملة الواردة من فضيلة رئيس املحكمة العامة بمحافظة بقعاء برقم 352197219,الدائرة الثانية لتدقيق القضايا اجلزائية بمحكمة االستئناف بمنطقة حائل عىل املعاملة الوارد,,1435,9dc7e20cce5ee2a20c5028f34dc02004f3216c1e0d1e2cdf36baa70be98ee854
collector-1435-v10-p347-35221397,extracted/collector-judgments/collector-1435-v10-p347-35221397.txt,moj-judgments-1435-volume-10.pdf,347,351,5,408d1c35bd04755ea3df89fb567db5af190831aefca605960f9b364dc0578e31,17442,:يلسلستلا مقرلارلا,35221397,,,محكمة برقم 351131480وتاريخ 1435/4/18ه,الدائرة الثانية لتدقيق القضايا اجلزائية بمحكمة االستئناف بمنطقة عسري عىل املعاملة الوارد,,1435,e0d2f474455d7b50ad03c7d9dbac34d6e908a872d17b1010741078721bb041c5
collector-1435-v10-p352-35455,extracted/collector-judgments/collector-1435-v10-p352-35455.txt,moj-judgments-1435-volume-10.pdf,352,354,3,46b3ee01d47f7f4e8838537a31fa756a50b705c8bd07ca542714ee0d1796b745,10314,:يلسلستلا مقرلارلا,35455,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة املقيدة لدى ام,,1435,7a76db1109747adb5b38ed0f4499dabe8575ea84b5a21b69e4a1c1a9147cad2f
collector-1435-v10-p355-33609158,extracted/collector-judgments/collector-1435-v10-p355-33609158.txt,moj-judgments-1435-volume-10.pdf,355,357,3,849dff9abe9308f38bd82b001c877c02858669693355da8a9f5a41bcea5e34b3,9365,:يلسلستلا مقرلارلا,33609158,,,,الدائرة اجلزائية الرابعة يف حمكمة االستئناف بمنطقة مكة املكرمة,,1435,7276f18374c0fafe7be6b23c5d1dccae1c3716a278856f850a79827c5ed5f7c2
collector-1435-v10-p358-3456945,extracted/collector-judgments/collector-1435-v10-p358-3456945.txt,moj-judgments-1435-volume-10.pdf,358,362,5,9505e6c3798a40039c99f340fa18576e3a3c07981dd842cdd1a5aea23923c13e,14426,:يلسلستلا مقرلارلا,3456945,,,محكمة االستئناف يف منطقة مكة املكرمة,الدائرة اجلزائية الثالثة رقم 35246610يف 1435/5/17ه واملتضمن املالحظة بام نصه,,1434,01b0956caaff8545ca933f2f90769656113b73653a2b3f0defdd4286cb1f7263
collector-1435-v10-p363-34243356,extracted/collector-judgments/collector-1435-v10-p363-34243356.txt,moj-judgments-1435-volume-10.pdf,363,365,3,66d2b1f78b3fda25f0058bccccb4d36e389bd2d639503bcb6196a647ff0169c3,8702,:يلسلستلا مقرلارلا,34243356,,,,الدائرة اجلزائية األوىل االطالع عىل القرار الرشعي رقم 35161259وتاريخ 1435/2/28ه الصادر م,,1435,65ce0b751201e5bdd6861639bd38b44fcba0b89ad3d318395a014f44e0c2895a
collector-1435-v10-p366-3460750,extracted/collector-judgments/collector-1435-v10-p366-3460750.txt,moj-judgments-1435-volume-10.pdf,366,369,4,74e5f2c8751297f51801cd81d064dc070ebbe199ece72c4f6dc97cd537d8062a,12091,:يلسلستلا مقرلارلا,3460750,,,,الدائرة اجلزائية الرابعة يف حمكمة االستئناف بمنطقة مكة املكرمة,,1435,a315adea2c418065883783fa87580f5dac2cb699301f996c9032e8ba3c6e2657
collector-1435-v10-p370-3491677,extracted/collector-judgments/collector-1435-v10-p370-3491677.txt,moj-judgments-1435-volume-10.pdf,370,372,3,869afffdb61523565009ae2402cae64ce7286b683e7f0b6295f1043045daf7f9,7858,:يلسلستلا مقرلارلا,3491677,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف بمنطقة املدينة املنورة االطالع عىل احلكم الص,,1434,cf5fbd1b3158c12927caf34ec68a7ed25b102c5280d2d0ddfae96fbf26493084
collector-1435-v10-p373-3583939,extracted/collector-judgments/collector-1435-v10-p373-3583939.txt,moj-judgments-1435-volume-10.pdf,373,376,4,7284b8ec848b55949f1210dd3612b51dae195cd93f3aa6dc8b7d9a66aa6999df,10439,:يلسلستلا مقرلارلا,3583939,,,محكمة وسامع الدعوى واإلجابة عليها واإلقرار واإلنكار والصلح والتنازل وقبول األحكام واالعرتاض عليها .ورفعت ا,الدائرة احلقوقية اخلامسة برقم 35271531يف 1435/6/9ه,,1435,5e01ebdea30a4a1bd63a5661473b864c43f16a92b695ec1091a60f6684f34444
collector-1435-v10-p377-34165490,extracted/collector-judgments/collector-1435-v10-p377-34165490.txt,moj-judgments-1435-volume-10.pdf,377,380,4,bb62b9dee467f3edb6f2ef98797e0176511e60abd6ab8af4010b49155d857238,10849,:يلسلستلا مقرلارلا,34165490,,,محكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة 379 ءادتعا الواردة من فضيلة رئيس املحكمة اجلزائي,الدائرة اجلزائية اخلامسة بمحكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة 379,,1434,9be53b6fe1e1384ba079016277dc0409194aa620bb3a80275de06d8a98b064f3
collector-1435-v10-p381-352696,extracted/collector-judgments/collector-1435-v10-p381-352696.txt,moj-judgments-1435-volume-10.pdf,381,384,4,d576b2340e519555e5df3d521c563ab3514e8482f527abc8653011db78a6c785,12373,:يلسلستلا مقرلارلا,352696,,,,الدائرة اجلزائية األوىل االطالع عىل احلكم الصادر من فضيلة الشيخ ( )...القايض يف املحكمة,,1435,992956cb9177c7c5a8733be196c43ce6437d25ae6aba3bd015e3ecaecad0fcb4
collector-1435-v10-p385-3597696,extracted/collector-judgments/collector-1435-v10-p385-3597696.txt,moj-judgments-1435-volume-10.pdf,385,390,6,c60987dfcbefa7bb409bf009355adb735f6e189e7704b3f8a9895e3b0a40aa62,20843,:يلسلستلا مقرلارلا,3597696,,,محكمة اإلدارية بحكم االختصاص) .وقد انتهى التحقيق إىل توجيه االهتام إىل املدعى عليهام األول والثاين باالعتد,الدائرة اجلزائية السابعة يف حمكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,e9b8b274f7fa6a2fdf541aa12ffb7f622c4b5f52eadf49ae9ddb1d0fc1991851
collector-1435-v10-p391-3493979,extracted/collector-judgments/collector-1435-v10-p391-3493979.txt,moj-judgments-1435-volume-10.pdf,391,396,6,500a6124a4a59f9a4bb067a58195226c1d9712c72d7fcb270037e0aa8c9e8a89,20891,:يلسلستلا مقرلارلا,3493979,,,محكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الواردة من فضيلة رئيس املحكمة اجلزائية بمحافظة ج,الدائرة اجلزائية اخلامسة بمحكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,0725946ed2a404d0b41f2d695d761f063e18ad734e0738c2e1a1910024c5254f
collector-1435-v10-p397-3498438,extracted/collector-judgments/collector-1435-v10-p397-3498438.txt,moj-judgments-1435-volume-10.pdf,397,400,4,e7a17b8e6b5134cb6ff559b875f0edfa522154144f9477499c1bb058b6f9d163,12268,:يلسلستلا مقرلارلا,3498438,,,محكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الواردة من فضيلة رئيس املحكمة اجلزائية بمحافظة ج,الدائرة اجلزائية اخلامسة بمحكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,a55bf1cd88fd1628a8489095c9d3a50d6d41e0b3d42b57ad0b368eebdf141c4c
collector-1435-v10-p401-34350027,extracted/collector-judgments/collector-1435-v10-p401-34350027.txt,moj-judgments-1435-volume-10.pdf,401,408,8,11e032a02271fd780e5f546b4cb1d456165cc0c2d44864c2c0ee4f2e5ae3f659,27688,:يلسلستلا مقرلارلا,34350027,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة املقيدة لدى ام,,1435,6796875cd61039bac4d656b68486a89be60903ca2fe15ee37457cf662d46ae14
collector-1435-v10-p409-3568414,extracted/collector-judgments/collector-1435-v10-p409-3568414.txt,moj-judgments-1435-volume-10.pdf,409,412,4,74ba98cd813fa1670a1061927a4ff95510864f73014f2534dea1af96e8581a3a,12478,:يلسلستلا مقرلارلا,3568414,,,محكمة االستئناف باملنطقة الرشقية عىل املعاملة الواردة من فضيلة رئيس املحكمة اجلزائية بمحافظة األحساء املكل,الدائرة اجلزائية األوىل بمحكمة االستئناف باملنطقة الرشقية عىل املعاملة الواردة من فضيلة,,1435,1f282134c47dd60d8cc3ec5685f98dbb6188fbb9d79745bcaa67f463e85cb8b0
collector-1435-v10-p413-35239582,extracted/collector-judgments/collector-1435-v10-p413-35239582.txt,moj-judgments-1435-volume-10.pdf,413,417,5,f54ca09e50aff0d60b9ea147c79066288f81598d2ef0951ac5e2523c2b505268,12168,:يلسلستلا مقرلارلا,35239582,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف بمنطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,092953584065414550a2549c5e60813811409939cc3c0e4e7ee108f06f63d3e4
collector-1435-v10-p418-3581021,extracted/collector-judgments/collector-1435-v10-p418-3581021.txt,moj-judgments-1435-volume-10.pdf,418,422,5,15a1158905f9ca4256e716fa37742f315aac2a65156bbb707442c81dcd78b325,15398,انز ضرعلا ىلع ءادتعالا,3581021,,,,الدائرة اجلزائية الثانية يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة املقيدة لدى ام,,1435,5b7ac653608653690bdaace849fa3add21b1b806cdf0bebcfa1187617b2b89ac
collector-1435-v10-p423-3455676,extracted/collector-judgments/collector-1435-v10-p423-3455676.txt,moj-judgments-1435-volume-10.pdf,423,426,4,142188eaf9d6545cfd7b7817cb743f1cdeb8967dad195dc559c6876c74086c18,13879,:يلسلستلا مقرلارلا,3455676,,,محكمة اجلزئية استناد ا إىل املادة ( )126من نظام اإلجراءات اجلزائية وذلك إلثبات ما بحد الزاين غري املحصن,الدائرة اجلزائية اخلامسة بمحكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الوا,,1435,2cfc57197a58d4bda2f1c7b56dab054b1a477d6f42f8074f9b6dd88914b81613
collector-1435-v10-p427-3345480,extracted/collector-judgments/collector-1435-v10-p427-3345480.txt,moj-judgments-1435-volume-10.pdf,427,430,4,c439fda668da60cd6aee902c6b3e4182d9d303db5a6824ebec2b47951d6d13fb,13131,:يلسلستلا مقرلارلا,3345480,,,محكمة احلمد هلل وحده وبعد ..فقد االستئناف باملنطقة الرشقية عىل املعاملة الواردة من فضيلة القائم بعمل رئيس,الدائرة اجلزائية األوىل بمحكمة احلمد هلل وحده وبعد ..فقد االستئناف باملنطقة الرشقية عىل,,1435,75c5fc10152b9e3e89dea107091aac42fbf925f47594650f813464f171d5b4e3
collector-1435-v10-p431-353671,extracted/collector-judgments/collector-1435-v10-p431-353671.txt,moj-judgments-1435-volume-10.pdf,431,437,7,3dfa71d628ee1ada5c788273f8bf690f21b3d9fda562b0bf173b773b8a0e5498,25232,:يلسلستلا مقرلارلا,353671,,,محكمة االستئناف يف منطقة مكة املكرمة االطالع عىل املعاملة الواردة من فضيلة رئيس املحكمة اجلزائية بمحافظة ج,الدائرة اجلزائية اخلامسة واملتضمن بعد املقدمة ما نصه “ وبدراسة القرار وصورة قررنا املواف,,1435,41cee333c416cbfa0c08e80f54892959b086f89ad882aa2bee0bb8efd64fef5d
collector-1435-v10-p438-3524981,extracted/collector-judgments/collector-1435-v10-p438-3524981.txt,moj-judgments-1435-volume-10.pdf,438,441,4,be6bb59c6e38da9fa2ce2f2c03a7077c4e96754b973d8364e15255aeabecdff4,13987,انز ضرعلا ىلع ءادتعالا,3524981,,,محكمة املختصة ورد خطاب مدير مركز رشطة ( )...ذي الرقم (/9/21ج )2920/وتاريخ 1434/4/30ه املشار فيه خلطاب مدير,الدائرة اجلزائية اخلامسية األوىل يف حمكمة االستئناف باملنطقة الرشقية عىل املعاملة الوارد,,1435,2879c22a5d4f8b648e52cebecd5798bb4921a069636394a28e18b5dee92d5136
collector-1435-v10-p442-33673643,extracted/collector-judgments/collector-1435-v10-p442-33673643.txt,moj-judgments-1435-volume-10.pdf,442,446,5,4c925fbdf4ce63fc4a0277ded8db4b2d216972d2fb7c372356b3b2f4fd519829,16571,انز ضرعلا ىلع ءادتعالا,33673643,,,,الدائرة اجلزائية اخلامسية األوىل نصه :وبدراسة القرار وصورة املتضمن,,1435,e873cd8ee00b6eb0d1ec3e22286abfc09e4658426eb22038b04795254755cfd6
collector-1435-v10-p447-34281543,extracted/collector-judgments/collector-1435-v10-p447-34281543.txt,moj-judgments-1435-volume-10.pdf,447,451,5,3931f10004120c497543b22ab8205936904e0b906b319d11a65984c88250b284,16083,:يلسلستلا مقرلارلا,34281543,,,,الدائرة اجلزائية الثانية بالقرار ذي الرقم ( )34320051يف واملتضمن “ وبدارسة القرار وصورة,,1435,b50aba7621bbc0551f92baa7e9348bef047f63530f462ffae096f6c6b59ce800
