id,file,source_file,start_page,end_page,pages,file_sha256,bytes,case_title,case_number,deed_number,judgment_number,court,circuit,decision_date,year,text_sha256
collector-1434-v11-p143-33415408,extracted/collector-judgments/collector-1434-v11-p143-33415408.txt,moj-judgments-1434-volume-11.pdf,143,158,16,542332ffeb6f6b94aa849113e75b6506e16efeb425956c98c70d9c225e357516,50441,عوى33481495 : ر ق م,,33415408,,محكمة االستئناف : 3417597تاريخه 1434/1/20 :ه املد عى رار راجعها إق دون أن ي اق اق مطالب ة زوج ة بإثبات ط ط,الدائرة األولى لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال يف محكمة االستئناف,,1433,19edab6da8171c13f25c2a38369dc711014ec2fc6c7da19be59c879bb7cbbe98
collector-1434-v11-p159-34205082,extracted/collector-judgments/collector-1434-v11-p159-34205082.txt,moj-judgments-1434-volume-11.pdf,159,169,11,b985029e4d0d991f9a8bf17572b2a1e539c5afbb5101fadbda1ab3b937a63c6e,36966,رقم قرار التصديق من محكمة االستئناف:,3356681,34205082,,محكمة االستئناف: 34247032تاريخه1434/6/20 :ه حضانة -طلب حضانة أوالد -عدم زواج األم وزواج األب -تخيير األوال,,,1434,4b394516cb4c0510b2e50d11b14f90ddf98251b8f9154e623bf8987f3749d091
collector-1434-v11-p170-34172423,extracted/collector-judgments/collector-1434-v11-p170-34172423.txt,moj-judgments-1434-volume-11.pdf,170,179,10,625364391dd04833d55aa4ab6d3ac0aaf1926b147c1ff3cfa9f85959af93e6f4,29961,رقم قرار التصديق من محكمة االستئناف:,3417964,34172423,,محكمة االستئناف: 34227322تاريخه1434/05/29 :ه حضانة -طلب حضانة أوالد -عدم زواج األم -تخيير األوالد بن والدي,الدائرة الثانية لألحوال الشخصة واإلنهاءات مبحكمة االستئناف بالرياض احلمد هلل وحده وبعد :,,1434,ad3769e2fd1499312660171f672a23c9bfba8876d315177f5547fca799405128
collector-1434-v11-p180-34209331,extracted/collector-judgments/collector-1434-v11-p180-34209331.txt,moj-judgments-1434-volume-11.pdf,180,190,11,9a5b3fad5abb418d1c2bdcfaebe3dec2774c67563a6cabd3bd432938dd7c172b,34551,رقم قرار التصديق من محكمة االستئناف:,3423188,34209331,,محكمة االستئناف: 34258198تاريخه1434/7/2:ه حضانة -طلب حضانة ابن -تخيير االبن البالغ من العمر سبع سنوات بن و,الدائرة الثانية لألحوال الشخصية واالنهاءات مبحكمة االستئناف بالرياض,,1434,42dbf690fc2b610fe2c265a2912121f09d636c676fb793703249105f2b3b7db4
collector-1434-v11-p191-34302025,extracted/collector-judgments/collector-1434-v11-p191-34302025.txt,moj-judgments-1434-volume-11.pdf,191,195,5,541eb888fd61ea26325bf83e21997c3eb161b02f51fe08506d4f68f0b028db7b,15058,رقم قرار التصديق من محكمة االستئناف:,3427056,34302025,,محكمة االستئناف: 34345663تاريخه1434/11/2 :ه حضانة -طلب حضانة بنت جتاوزت السابعة -عدم موافقة األم على حضانة,الدائرة الثالثة لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال مبحكمة االستئناف ي,,1434,f754bdb681c7a4fdd4953568e0a4b87cfc5a78376e7115f4c319fe9a81f858b1
collector-1434-v11-p196-34249215,extracted/collector-judgments/collector-1434-v11-p196-34249215.txt,moj-judgments-1434-volume-11.pdf,196,202,7,94d7f07331d37b57b8e16a6a401144cf116f9c098e9df9ba19b6fb8a684c206c,21750,رقم قرار التصديق من محكمة االستئناف:,3430357,34249215,,محكمة االستئناف: 34262114تاريخه1434/7/8 :ه حضانة -طلب حضانة أوالد -األم غير متزوجة -األم أحق باحلضانة -احل,الدائرة الثانية لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال وذلك مبوجب قرارهم,,1434,814b6c2f5d48d56c853fc84eea6d81efabb85e16a546c5c10d4e4ab0793229cb
collector-1434-v11-p203-34354960,extracted/collector-judgments/collector-1434-v11-p203-34354960.txt,moj-judgments-1434-volume-11.pdf,203,207,5,9228f38c425985790f260e5c646372df03fa69d6e8aebcb8108f5b62a358c06c,13262,رقم قرار التصديق من محكمة االستئناف:,3433849,34354960,,محكمة االستئناف: 34354960تاريخه1434/1/25 :ه حضانة -طلب حضانة بنات -تغيب املدعى عليه وسفره خارج الباد -األم,الدائرة األولى لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال يف محكمة االستئناف,,1434,424521fce3790fd93a8015b917255e3f7aeb6b5caa3646a677ef4e3e27c45874
collector-1434-v11-p208-34271962,extracted/collector-judgments/collector-1434-v11-p208-34271962.txt,moj-judgments-1434-volume-11.pdf,208,212,5,5bc8ca269340ba22211fcbadc4180dee562e3caed2e9cf8970f26670323cc7ba,14636,رقم قرار التصديق من محكمة االستئناف:,3441277,34271962,,محكمة االستئناف: 34294900تاريخه1434/8/13 :ه حضانة -طلب اجلد حضانة أوالد ابنه -زواج املرأة -موافقة زوجها عل,الدائرة الثالثة لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال مبحكمة االستئناف ي,,1434,d99d4510d1099f98b7a7baf0893fba69d1d0af32128735c066295fa4d96e3db6
collector-1434-v11-p213-3449875,extracted/collector-judgments/collector-1434-v11-p213-3449875.txt,moj-judgments-1434-volume-11.pdf,213,216,4,9f15b67cc65ba77f114792d64bc7d6a392827f84e1bb14b4fbc40f8162a187f7,10387,رقم قرار التصديق من محكمة االستئناف:,14695,3449875,,محكمة االستئناف: 34216424تاريخه1434/05/19 :ه حضانة -طلب األم حضانة األوالد مع بقاء عقد الزوجية -وجود األوا,الدائرة ختمه وتوقيعه) وباهلل التوفيق وصلى اهلل وسلم على نبينا محمد وعلى اله وصحبه وسلم ح,,1434,8cf5229d997caad5ece6712f5bbbdb66ec9e8a13fb50352154ddb115a7e349a2
collector-1434-v11-p217-3455782,extracted/collector-judgments/collector-1434-v11-p217-3455782.txt,moj-judgments-1434-volume-11.pdf,217,222,6,1cd704a0bf537991fb2db62be79044ad0d74360ddd5a7b89c088b905f0aafe19,17836,رقم قرار التصديق من محكمة االستئناف:,3332588,3455782,,محكمة االستئناف: 34268217تاريخه1434/07/15:ه حضانة -طلب حضانة أوالد -طلب تسليم شهادة مياد وأوراق ثبوتية -اأ,الدائرة الثالثة لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال مبحكمة االستئناف ي,,1434,33543607f45ea6fef57b235ec4eb2fc1a5c0eff712c48d7c5a397021801a5fd5
collector-1434-v11-p223-34228116,extracted/collector-judgments/collector-1434-v11-p223-34228116.txt,moj-judgments-1434-volume-11.pdf,223,226,4,32b786979a183e56aaccc142afcacb8b5f478fe601a4aa08ff9b4605b43aa8a9,11036,رقم قرار التصديق من محكمة االستئناف:,3464499,34228116,,محكمة االستئناف: 34237011تاريخه1434/06/11 :ه حضانة -حضانة من دون السابعة -طلب األم حضانة األوالد - األم أح,الدائرة الثانية املختصة بنظر قضايا األحوال الشخصية واالنهاءات رقم 34237011يف 1434/6/11ه,,1434,448736db51fb39663cc9d18793a5507a66b4f1b47c12aa6caaf4a772327bd9b0
collector-1434-v11-p227-33417800,extracted/collector-judgments/collector-1434-v11-p227-33417800.txt,moj-judgments-1434-volume-11.pdf,227,240,14,db7a987a1441fe2597d4c79ce379d3f720b664073d2b757cee13bf5cb8aa606b,46937,رقم قرار التصديق من محكمة االستئناف:,32379563,33417800,,محكمة االستئناف: 34264426تاريخه1434/7/10:ه حضانة -األم أحق بحضانة األوالد ما لم تتزوج -تقدير األحق باحلضان,الدائرة املختصة بتدقيق قضايا األحوال الشخصية واإلنهاءات مبحكمة اإلستئناف مبنطقة القصيم ر,,1434,330cd688b2c4dcf9fc1f2a13ba6bfbf399f416696eceba8ced246d6159af30c9
collector-1434-v11-p241-33430026,extracted/collector-judgments/collector-1434-v11-p241-33430026.txt,moj-judgments-1434-volume-11.pdf,241,246,6,caac87c6649cbd7e37b7d82df9063cfa1089e42dd21e59afe9f7eaf49b740591,18813,رقم قرار التصديق من محكمة االستئناف:,3369325,33430026,,محكمة االستئناف: 3439907تاريخه1434/02/18 :ه حضانة -طلب اجلدة حضانة بنت ابنتها -إثبات التقرير النفسي رغبة ا,الدائرة األولى لتمييز قضايا األحوال الشخصية واإلنهاءات مبحكمة االستئناف بالرياض على املع,,1433,0a04512b38f4eaa6f646480b84728fb55a850245a8e3dceea070b7d0299a3efe
collector-1434-v11-p247-33452402,extracted/collector-judgments/collector-1434-v11-p247-33452402.txt,moj-judgments-1434-volume-11.pdf,247,259,13,645dfa92f926b6bb5f20a1d9a41faaeff20bbf5189300b8b5b0a13be867f079d,40498,رقم قرار التصديق من محكمة االستئناف:,3388604,33452402,,محكمة االستئناف: 349725تاريخه1434/01/12 :ه حضانة -طلب حضانة أوالد -اختاف مكان إقامة الوالدين - تصح دعوى اح,الدائرة د ... /ختمه وتوقيعه ) .وباهلل التوفيق وصلى اهلل وسلم على نبينا محمد وعلى اله وصح,,1433,85042b81388f98f0e8945bfed4563556ae91d2e1db8c377b12eb6e131ea02a5a
collector-1434-v11-p260-33480028,extracted/collector-judgments/collector-1434-v11-p260-33480028.txt,moj-judgments-1434-volume-11.pdf,260,266,7,61375538db2ea324df5ac13cd5670fe9be9c98040a240a8954795134169b923c,23176,رقم قرار التصديق من محكمة االستئناف:,33465084,33480028,,محكمة االستئناف: 34191695تاريخه1434/4/20 :ه حضانه -مطالبه مبستندات تخص احملضون (جواز سفر وشهادة مياد) -سفر,الدائرة األولى لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال يف محكمة االستئناف,,1434,cc1be3f9536f069908942cc5e8b1372c248233191a7648597b383e28eb7be6c3
collector-1434-v11-p267-34181979,extracted/collector-judgments/collector-1434-v11-p267-34181979.txt,moj-judgments-1434-volume-11.pdf,267,273,7,55c5fba3520de596a88e683e55aaeed9b4ccba77f18db649dc128eca8adc5ad7,21194,رقم قرار التصديق من محكمة االستئناف:,3475176,34181979,,محكمة االستئناف: 34226098تاريخه1434/05/28 :ه حضانة -وجود البنت مع األم -طلب األب حضانة البنت -زواج األم بع,الدائرة األولى 272 لألحوال الشخصية والوصايا والقصار وبيوت املال املتضمن املوافقة على احل,,1434,c9c41cb8b5f242d6c94f6627649764bbf60d2517f6aae8ca1197dd1ff54c6468
collector-1434-v11-p274-34200998,extracted/collector-judgments/collector-1434-v11-p274-34200998.txt,moj-judgments-1434-volume-11.pdf,274,280,7,0a3acf823204da807d568b0fc51962b49eb4f72e03644f46ed0429642e74c36e,25216,رقم قرار التصديق من محكمة االستئناف:,34185741,34200998,,محكمة االستئناف: 34358922تاريخه1434/11/12 :ه حضانة -حضانة بنت كبيرة -انقياد -مطالبة األب (املدعى) ابنته ال,الدائرة ( ).....ختم وتوقيع وأقفلت اجللسة الساعة التاسعة وصلى اهلل وسلم على نبينا محمد حر,,1434,20b07c697639e4beb3e611bc97a20f6e8838dc3d8f86aa8e67653a0905412179
collector-1434-v11-p281-34193383,extracted/collector-judgments/collector-1434-v11-p281-34193383.txt,moj-judgments-1434-volume-11.pdf,281,284,4,2ac7b5549698e77cf3f09f0a64e386c1318c5cc1012248d36046694878884487,11731,رقم قرار التصديق من محكمة االستئناف:,3476583,34193383,,محكمة االستئناف: 34243564تاريخه1434/6/18 :ه حضانة -حضانة ابن وبنت بالغن -وجود األوالد عند األم -طلب األب ح,الدائرة الثانية لألحوال الشخصية واألوقاف والوصايا والقصار وبيوت املال مبحكمة االستئناف م,,1434,4ff0746a99fb4f7bcd547c721f2c5ea0ea67c76293d256aac49615f4e25c4b37
collector-1434-v11-p285-34205797,extracted/collector-judgments/collector-1434-v11-p285-34205797.txt,moj-judgments-1434-volume-11.pdf,285,292,8,6ce09eb3634e0f96669611e1835006d73181e73ce1fccb874fed8174dc632aa5,26992,رقم قرار التصديق من محكمة االستئناف:,3430357,34205797,,محكمة االستئناف: 34312654تاريخه1434/9/6 :ه حضانة -طلب العمة حضانة أوالد أخيها -زواج األم وعملها - موافقة ز,الدائرة احلقوقية والقصار وبيوت املال املتضمن األولى لألحوال الشخصية والوصايا (املوافقة ع,,1434,f6c2c4ecff4f6878168c199f69c02caa2133cf33e1c18e6479417ad026c39f10
collector-1434-v11-p293-34253916,extracted/collector-judgments/collector-1434-v11-p293-34253916.txt,moj-judgments-1434-volume-11.pdf,293,328,36,4c5b3f103febe7bce81ac29cefd382568190febea9a5740b9b41619240c897c0,102668,رقم قرار التصديق من محكمة االستئناف:,32148391,34253916,,محكمة االستئناف: 34307559تاريخه1434/8/28 :ه حضانة -حضانة بنات دون السابعة -طلب األم بثبوت احلضانة لها مع ك,الدائرة الثانية لألحوال الشخصية والوصايا والقصار وبيوت املال مبحكمة االستئناف مبكة 301 ا,,1434,1e44050e1dfd61e500fce3c8ded7e0016b43da87045677b0aee13f6d58610dcb
collector-1434-v13-p5-33280585,extracted/collector-judgments/collector-1434-v13-p5-33280585.txt,moj-judgments-1434-volume-13.pdf,5,19,15,905df45af7ba73749b191c12fd4c6602a58a468e4e5bffbcddbce165de024106,50175,رقم قرار التصديق من محكمة االستئناف:,4944,33280585,,محكمة االستئناف: 34188914تاريخه1434/4/15 :ه قتل,الدائرة ...........التوقيع وصلى اهلل على نبينا محمد وعلى آله وصحبه وسلم .حرر يف 1434 /5,,1434,f2f40fce626297afa9bcfd4c2b39e2fe25c35de8c740492e39a36ff536d4de5f
collector-1434-v13-p20-32203464,extracted/collector-judgments/collector-1434-v13-p20-32203464.txt,moj-judgments-1434-volume-13.pdf,20,33,14,d87cae77e69dc68a971d5a50118af35ad1190a165866cdd142ac0c347e5a0173,47064,رقم قرار التصديق من محكمة االستئناف:,36881,32203464,,محكمة االستئناف: 349716تاريخه1433/1/12 :ه قتل,الدائرة اجلزائية الثالثة لتمييز القضايا اجلزائية مبحكمة االستئناف بالرياض على املعاملة ا,,1434,8daf46b2e8adabd541b638949c21630842c1b69a974d8e0ab38f5b87f1cdbb30
collector-1434-v13-p34-34296822,extracted/collector-judgments/collector-1434-v13-p34-34296822.txt,moj-judgments-1434-volume-13.pdf,34,41,8,d10d8cf188569f007c4333e9c4a524806506dbea8a5ca428fae139165e54c70c,27121,رقم قرار التصديق من محكمة االستئناف:,3246628,34296822,,محكمة االستئناف: 34309760تاريخه1434/9/1 :ه قتل -قتل خطأ -حيازة ساح بدون ترخيص -استخدام ساح ناري -إقرار امل,الدائرة اجلزائية اخلامسة برقم /5/5ن/ج يف 1432/1/21ه عليه حضر املدعي العام .......... سعو,,1434,9335705c3bdc4c6de32ea027c4d76adfe59b63d94d54b0cfe03e0e36e66b4254
collector-1434-v13-p42-34223913,extracted/collector-judgments/collector-1434-v13-p42-34223913.txt,moj-judgments-1434-volume-13.pdf,42,57,16,330249f822c347f0fb83dc421f4bb00850c17eac4e8f242158e752b24bc6872f,54386,رقم قرار التصديق من محكمة االستئناف:,3422571,34223913,,محكمة االستئناف: 34270456تاريخه1434/7/17 :ه قتل,الدائرة اجلزائية الثانية يف محكمة االستئناف مبنطقة مكة املكرمة اإلطاع على املعاملة الوار,,1434,64d2af68e4604a26104a8e3b7e1442da0ec322e1bbdaedc6ae973a048080ecbb
collector-1434-v13-p58-3460109,extracted/collector-judgments/collector-1434-v13-p58-3460109.txt,moj-judgments-1434-volume-13.pdf,58,68,11,2f06c4ae0efbe8f88194a4ee2d3068c344d0d7de59f5014d2e348b08d846f668,37049,رقم قرار التصديق من محكمة االستئناف:,3466575,3460109,,محكمة االستئناف: 34197846تاريخه1434/4/24 :ه قتل,,,1393,1203eea16187fb5f8f85e8ce1deab4790344d7943840cd330f0d55123229ad89
collector-1434-v13-p69-34204971,extracted/collector-judgments/collector-1434-v13-p69-34204971.txt,moj-judgments-1434-volume-13.pdf,69,78,10,b2791ce7cff4a1828c2e544b63a0f12409f6b502c643dde469eb3847e40a855e,34461,رقم قرار التصديق من محكمة االستئناف:,3494926,34204971,,محكمة االستئناف: 34247869تاريخه1434/6/21 :ه اعتداء -قتل -طعن بسكني -طلب إثبات صفة القتل وتطبيق اإلرادة امل,,,1393,b156b8647cba40ba01729cddb0f15b2c6e27aa0776da31cc07239b0a23690f94
collector-1434-v13-p79-3312366,extracted/collector-judgments/collector-1434-v13-p79-3312366.txt,moj-judgments-1434-volume-13.pdf,79,92,14,7c429200b291ed220ce9d10f553239c9391ddbfe65063d818af6e094d8626f41,47680,رقم قرار التصديق من محكمة االستئناف:,32507275,3312366,,محكمة االستئناف: 3433818تاريخه1434/2/10 :ه قتل -القتل العمد وشبه العمد اخلطأ -قتل خطأ -حدث -إقرار املدعى ع,الدائرة اجلزائية الثانية رقم 33150802وتاريخ 1433/3/23ه املتضمن ( وبدراسة القرار وصورة ضب,,1434,d8f1cd50789a23cbe7127d1df4d605bac5b4c694702c917741d27b504d4af7f7
collector-1434-v13-p93-33460348,extracted/collector-judgments/collector-1434-v13-p93-33460348.txt,moj-judgments-1434-volume-13.pdf,93,107,15,32849560a77cdc207e6518e91cdb3887190260f89325cd3a29ae3242d358d5ed,50592,رقم قرار التصديق من محكمة االستئناف:,33167151,33460348,,محكمة االستئناف: 33273852تاريخه1433/6/1 :ه قتل عمد -إثبات صفة القتل العمد,الدائرة اجلزائية األولى لتمييز القضايا اجلزائية مبحكمة االستئناف بالرياض على املعاملة ال,,1393,47820b216b27439db8291340a53b6549faa721e211766dbc69a9913ce9ade6bb
collector-1434-v13-p108-33463560,extracted/collector-judgments/collector-1434-v13-p108-33463560.txt,moj-judgments-1434-volume-13.pdf,108,121,14,39bcee879497c269252a8447456cffd15f0f4aabc681beb41eee09487ddb36ae,48029,رقم قرار التصديق من محكمة االستئناف:,33198415,33463560,,محكمة االستئناف: 1/1/232تاريخه1434/11/12 :ه قتل -قتل عمد باستخدام سكني -إقرار املدعى عليه -طلب أولياء الدم,الدائرة اجلزائية اخلماسية الثانية مبحكمة االستئناف مبكة املكرمة رقم 1يف 1432/01/27ه املت,,1434,b80540dc61d20007f45c3a236aa498bb41dd5e2e12939fe434203ff4aa674b71
collector-1434-v13-p122-34214942,extracted/collector-judgments/collector-1434-v13-p122-34214942.txt,moj-judgments-1434-volume-13.pdf,122,126,5,bad500c824747e65406ef84be996b6374e56bcb5069a5aec35ca16e445a350f5,14021,رقم قرار التصديق من محكمة االستئناف:,33228116,34214942,,محكمة االستئناف: 34260613تاريخه1434/7/5 :ه قتل -احلق اخلاص -اختصاص -عدم املراجعة يف احلق اخلاص -تدافع اختص,الدائرة اجلزائية السادسة مبحكمة االستئناف مبكة املكرمة جرى منا االطاع على املعاملة الوار,,1434,f2f300f72bb8514db668b3fb0b8b38db7f1d98db63249256a93278d7dc01bde2
collector-1434-v13-p127-33454406,extracted/collector-judgments/collector-1434-v13-p127-33454406.txt,moj-judgments-1434-volume-13.pdf,127,135,9,88667bf372506e8f608a0ecaadca1940e617f00d88ffea08fc65bb6c3e82c1b0,28796,رقم قرار التصديق من محكمة,33409807,33454406,,محكمة االستئناف 342896:تاريخه1434/1/5 :ه طلب إثبات صفة قتل العمد,الدائرة اجلزائية الثانية وقد صدق احلكم باألكثرية قاضي استئناف د.......... .ختمه وتوقيعه,,1434,4fab155454086b13a0be204f0b705f5f2c7ab84c4eb62146698c3cd207c7c364
collector-1434-v13-p136-33306057,extracted/collector-judgments/collector-1434-v13-p136-33306057.txt,moj-judgments-1434-volume-13.pdf,136,154,19,95f6aa5795ecd7e316cca559bec6da53b431417634ba785a08387039ad2a4146,64647,رقم قرار التصديق من محكمة االستئناف34338103:,33410367,33306057,,محكمة االستئناف34338103: تاريخه1434/10/22 :ه مطالبة بالقصاص يف حق خاص -إنكار املدعى عليه -قيام قرائن ال تك,الدائرة اخلماسية األولى برقم وتاريخ 1433/8/25ه ونص احلاجة منه وبدراسة القرار الشرعي وصور,,1434,f1a3245cec00314e76d4ec5d334485d605cf0fbd264526bd452863f13674126a
collector-1434-v13-p155-34186165,extracted/collector-judgments/collector-1434-v13-p155-34186165.txt,moj-judgments-1434-volume-13.pdf,155,166,12,933531d9785a2a2b2440964b54494b2f4b29826ec4d94985dcbfe710167d84d7,40139,رقم قرار التصديق من محكمة االستئناف:,34111287,34186165,,محكمة االستئناف: 34215515تاريخه1434/5/19 :ه قتل خطأ -تعديل احملكمة للوصف اجلرمي -انتفاء نية القصد اجلنائي,,,1434,567bdf250c3cc7194995fe00fd02b979ff3a27413d8f11d042e5fb2d088c139d
collector-1434-v13-p167-34177095,extracted/collector-judgments/collector-1434-v13-p167-34177095.txt,moj-judgments-1434-volume-13.pdf,167,172,6,4df0d524ad1e2d81c777b037db81e5effee4b73725de5d37460b316eacec233c,17806,رقم قرار التصديق من محكمة االستئناف:,34130796,34177095,,محكمة االستئناف: 34231523تاريخه1434/6/5 :ه طلب إثبات صفة القتل العمد,الدائرة اجلزائية الثانية رقم ( )34235635يف 1434/6/10ه املتضمن املصادقة على احلكم,,1393,c613907c98204895b1e12249962cc32c3e79b952876669fc0a2233bf7c4b4b85
collector-1434-v13-p173-34270433,extracted/collector-judgments/collector-1434-v13-p173-34270433.txt,moj-judgments-1434-volume-13.pdf,173,182,10,34dc8e5de6c00db68fae35e833bd3ee4aac84543b961bf17dd4df6c4c78902a6,20869,رقم قرار التصديق من محكمة االستئناف:,34272186,34270433,,محكمة االستئناف: 34327971تاريخه1434/10/12 :ه قتل,الدائرة اجلزائية الرابعة مبحكمة االستئناف بالرياض على املعاملة الواردة من فضيلة رئيس احم,,1434,e8074b671259078bb22fac998a6e998cdece5a29d2c08bd47d5469392cd5d281
collector-1434-v13-p183-34215859,extracted/collector-judgments/collector-1434-v13-p183-34215859.txt,moj-judgments-1434-volume-13.pdf,183,330,148,edabab316925872abbbf63ec592bde50697e1e26fc1b21cb7513ec6fc01c7442,464732,رقم قرار التصديق من محكمة االستئناف:,34168839,34215859,,محكمة االستئناف: 34390555تاريخه1434/12/29 :ه دية -دية قتل نفس خطأ -العبرة يف حتديد قيمة الدية وقت احلكم ال,الدائرة الثانية لتدقيق القضايا اجلزائية مبحكمة االستئناف مبنطقة عسير على املعاملة الوارد,,1431,c142134def7198461fd878eefef1f49e60fc9671c46cddef3569ab01567f50d7
collector-1434-v2-p273-34309361,extracted/collector-judgments/collector-1434-v2-p273-34309361.txt,moj-judgments-1434-volume-2.pdf,273,296,24,9ab904843617aff30627e1444009aff395f000ee686a49ca36521cbe40388f8e,74353,رقم قرار التصديق من محكمة االستئناف:,32535658,34309361,,محكمة االستئناف: 34356476تاريخه 1434/11/10:ه بيع -عقار -شراء قطعة أرض باآلجل -قيام البائع ببيع العقار مرة,الدائرة احلقوقية الرابعة مبحكمة االستئناف مبكة املكرمة بالقرار الصادر من أصحاب الفضيلة ق,,1434,d008eed8bdc7b3a60f43a4f2df73b2db28de6fd568e8268e8efcd9bd8bcd9e20
collector-1434-v5-p209-33482391,extracted/collector-judgments/collector-1434-v5-p209-33482391.txt,moj-judgments-1434-volume-5.pdf,209,214,6,89139aee575a6d1f559c9aea55dd529a9f66920f62955d446022f5faeb3d85f9,17479,رقم قرار التصديق من محكمة االستئناف:,25038,33482391,,محكمة االستئناف: 33479099تاريخه1433/12/27 :ه ضمان -تكاليف عاج عامل مبؤسسة -عدم حضور ممثل للمدعى عليه -سند,الدائرة احلكم على 209 املدعى عليها بدفع تكاليف العاج حاال للمدعية والغائب على حجته متى ح,,1434,e69cc0cce751e4faab6bf6d29727d8bfdd795020bb42c2e49249704f60b1616b
collector-1434-v5-p215-3420453,extracted/collector-judgments/collector-1434-v5-p215-3420453.txt,moj-judgments-1434-volume-5.pdf,215,219,5,0f87b7923cd61249d2927b24284897eb0ee34a2ee7342e60a35c891148b655c7,15528,رقم قرار التصديق من محكمة االستئناف:,33497030,3420453,,محكمة االستئناف: 34239456تاريخه1434/6/13 :ه كفالة -كفالة حضورية -إمهال الكفيل مدة زمنية إلحضار مكفوله -تعذ,الدائرة احلقوقية الثانية مبحكمة االستئناف مبكة املكرمة رقم 34239456يف 1434/6/13ه املتضمن,,1434,21278394f5a7a7dad65a4772850e069448151640f18ce6e2f5f5bda247ec3ca6
collector-1434-v5-p220-3425012,extracted/collector-judgments/collector-1434-v5-p220-3425012.txt,moj-judgments-1434-volume-5.pdf,220,225,6,83ec4c670a6e10dd527905f18db722e33c7e08000f6fd5860e20820230c18477,16655,رقم قرار التصديق من محكمة االستئناف:,3421853,3425012,,محكمة االستئناف: 3453472تاريخه1434/3/2 :ه كفالة غرم وأداء -بيع سيارة بأقساط -النص يف العقد على حلول كامل ا,الدائرة احلقوقية األولى لتدقيق القضايا احلقوقية مبحكمة االستئناف مبنطقة حائل على املعامل,,1434,7bac9fc84a85f7ece7a2d15194413b7c0502a739e93a5721b99ea379d7f71d4d
collector-1434-v5-p226-34280018,extracted/collector-judgments/collector-1434-v5-p226-34280018.txt,moj-judgments-1434-volume-5.pdf,226,238,13,37b8a223c270f158aedc81e4d1fe38f974511fc45d9d71eb9a4e159174507feb,42442,رقم قرار التصديق من محكمة االستئناف:,3434238,34280018,,محكمة االستئناف: 34346580تاريخه1434/11/2 :ه كفالة -ضمان -الكفالة املعلقة على شرط -املطالبة بأتعاب احملاماة,الدائرة السادسة لتمييز القضايا احلقوقية مبحكمة االستئناف بالرياض رقم 34346580 وتاريخ 143,,1434,b808baefe929a5c336b5f28987014cce6cb9aa2dbc77a24c5ac736a1c8f15d70
collector-1434-v5-p239-34203891,extracted/collector-judgments/collector-1434-v5-p239-34203891.txt,moj-judgments-1434-volume-5.pdf,239,243,5,db81090d1ed823b4acefa5eda8257d16f9d6ed3b040a63e197bac4c4bb9c06ff,15239,رقم قرار التصديق من محكمة,33287027,34203891,,محكمة االستئناف 34240415:تاريخه 1434/6/13ه كفالة -مطالبة الضامن للمضمون بأداء احلق لتخليصه من ضمانه كفالة,الدائرة 242 احلقوقية السادسة رقم 34240415 :يف1434/6/13 :ه ونص احلاجة منه( :وبدراسة احلكم,,1434,281b43cb4e50489334a312c641d105eabd82598d87f0c164ee228b8e3b098d47
collector-1434-v5-p244-33430422,extracted/collector-judgments/collector-1434-v5-p244-33430422.txt,moj-judgments-1434-volume-5.pdf,244,249,6,e88adaabd7f1c042e49d85f0400f1682b2358fbb23162fdaae423e0857bfc6c1,19328,رقم قرار التصديق من محكمة االستئناف:,32408198,33430422,,محكمة االستئناف: 349360تاريخه1434/1/12 :ه كفالة -بيع سيارة باآلجل -سداد الكفيل عن املدين -مطالبة الكفيل ام,الدائرة احلقوقية السابعة مبحكمة االستئناف يف منطقة مكة املكرمة االطاع على املعاملة الوار,,1434,601712d00f6805b5a84a06221a67baf32ade40468a6e67f2c91d8ec9c4d38d1a
collector-1434-v5-p250-33442059,extracted/collector-judgments/collector-1434-v5-p250-33442059.txt,moj-judgments-1434-volume-5.pdf,250,254,5,e794b4ef0f92b36ac5059732790a18dee6c3cb183eec00338bf00e0a6bed2a48,14545,رقم قرار التصديق من محكمة االستئناف:,46835,33442059,,محكمة االستئناف: 3411836تاريخه1434/1/13 :ه كفالة غرم -مطالبة الكفيل مكفوله مببلغ سدده عنه -عدم حضور املدعى,الدائرة احلقوقية الثالثة مبحكمة االستئناف بالرياض . احلمد هلل وحده وبعد فلدي أنا ...القا,,1434,c5106e60da259728e414d402ace63faf4b6cd440a7c488fda4a9187275a0b06b
