candidate_id,source_record_number,source_filename,text_sha256,related_record_ids,match_method,disposition
telegram-linked-precedent-aca722e5944f38bb01684c37,194,19.pdf,10d659169e15f271f4734a1829a34b19bb4ef50ef4c89b1616b19cc4616c0752,telegram-linked-precedent-791062c30963c2811285a4ca,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-0a318b36757bac95286bfe08,195,19.pdf,0893b1dfc2ac5a288957d720425b247c7d8e321e686672e82b4229e0de732167,telegram-linked-precedent-a9691d6ca4e5c8688a41dc34,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-316a5bff8fa793fb79f41743,196,19.pdf,e3ae2ad2cca39bbbcbffa77480e2678cc3f9568b8c8e8e51d8fa4ce764e5066b,telegram-linked-precedent-e5a95da5a985f0084c797dd5,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-4026202d088d84ebdb3186c1,197,19.pdf,33d90871bde84aeb667f8cfc28821cb15df74ab50acf801669c6ab0d91537089,telegram-linked-precedent-5725a566b12c59a51ef03853,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-48126f6eab5a6bbc4d278789,341,18.pdf,51d61997cc5da54214185d99b1c18911a3fb433acd6182fc214375fe5f9916d0,telegram-linked-precedent-4bacc77636574784479b703e,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-9c26042e2ea3d9073c283315,342,18.pdf,3a789a82b7051527925605ec249eec0aa1b32de84be7672eec6e46ec3b753023,telegram-linked-precedent-d775a15c554b09081d06aa31,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-93dd8d2730a4f83e53a46a9d,343,18.pdf,94728c45a3531c063c592d19b7be440148481fc8611b43e6aa1027e41d6a2c95,telegram-linked-precedent-23700d77ce6d6ce9285a73a0,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-0bb15848e4e094aa3fe56c1d,344,18.pdf,dd7eddad993b63cbc32d49bdc82db793656ba0e5b45e2a4b718a1b6770402fc1,telegram-linked-precedent-5430f1566ec69a9340aca65c,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-21affa2c9bb0cbedc1319b5e,345,18.pdf,76b7569989ca41b3a9334615db1a01705b3c595937f66bcc2b875fbf60b65a7f,telegram-linked-precedent-9346bdd677d83b6732294aca,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-2e5ccbfa529fd8003b8f4cd7,346,18.pdf,34457fa7ca3455e098e1002d3b3d5189d7087306ad49c54f75fd3395f535d54e,telegram-linked-precedent-64bcd85384aa55044d43d131,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-b4483d5fb8107bb8958feaf3,347,18.pdf,6a674a276c9472902650a5612229a196eede2039062adf46a0d16b71a4810c1f,telegram-linked-precedent-c55ad96bf0d6f61cd59ed7e7,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
