id,file,source_file,source_path,source_sha256,source_bytes,start_page,end_page,pages,file_sha256,file_bytes,text_sha256,status
recovered-moj-1434-v3-p5-34378268,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p5-34378268.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,5,8,4,e7a313b6f76423a30f249301f9514290112f7d0515b602436949e72803e15545,488805,e7fcf15b5c81865ebf37ad6a834a86a63cfe4e84ec94523252103aec97d30a66,exact_duplicate_review
recovered-moj-1434-v3-p9-3464147,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p9-3464147.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,9,19,11,1d6fc17dd726bd88cc12b15ad9e462da37b54c7814804a4ea76282fa27b6eb2c,504456,5df262f1e69cbbc2241267b38564e681c7a1eb4f4c4d4cb599365e64aa198895,exact_duplicate_review
recovered-moj-1434-v3-p20-33105340,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p20-33105340.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,20,24,5,bc05f0579cf9f1a14fb1b47637b834679cdfaf3855e279fde1a0ef759005244f,497039,a533d0392700806bb7caa1e5bd67c3d17060d14864f79b421c2b8c558f505ff1,exact_duplicate_review
recovered-moj-1434-v3-p25-34259694,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p25-34259694.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,25,28,4,7749d022235aa2db81fd4102df6ac91dde27719f76519ac691d57eb355c03568,496106,18a633ec9936ecd403ed589f61c7059a655c3c0cb3093669ff99f04c138eb97f,exact_duplicate_review
recovered-moj-1434-v3-p29-34317033,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p29-34317033.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,29,34,6,1d9179cabcf708f05b520ced5cb89593a08b8ec684bbbf17e23bc0167ea8ef24,1241313,1ea5299b4e32a7229daa78abd218458d898f58786f77ba66649121ef9be0172e,exact_duplicate_review
recovered-moj-1434-v3-p35-32528560,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p35-32528560.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,35,46,12,6cb0c1bfbcb5635a19bddfd1da22577cad5f8d970511175653c17a79a20e459d,1271884,483dae2c0ebfb66c1bd7e03d826ab3771acd48748aad9be350a318bf1e9c9e31,exact_duplicate_review
recovered-moj-1434-v3-p47-34252675,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p47-34252675.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,47,56,10,afe66d206fdcb2c8e1db6454763f8d046ae196d0d9862ea9a62eb96efb55c0d9,1263981,dc3eb18edb25f957c327efd7dac173af9200898ca5e07993131a07a930b0755a,exact_duplicate_review
recovered-moj-1434-v3-p57-34353441,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p57-34353441.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,57,62,6,1032e9b94fc6e0b5a3463750f06a26cf3d86fad02a6a1f36a8c6dc2483c167f1,1248700,847283e65c01269313a4099a3d89420e38eec607bd576f705031446e948736a5,exact_duplicate_review
recovered-moj-1434-v3-p63-33192872,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p63-33192872.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,63,76,14,21174a52588732bdaa8ec1f3f736c84c169ba4bd67f88fef000efbcfdae9e74a,536201,eae2cff067e0162330f39a3b31ff22bef0cd5b6f34afec4f502def94393c9191,exact_duplicate_review
recovered-moj-1434-v3-p77-33324572,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p77-33324572.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,77,92,16,5215e09be8ff74960ef28d57347c32dea89cef2fe846b3ea536417c2c79a7f78,531536,d26f6c81a36a929f71e05c45ce8889e84dfb0676ad52fa10cd01a6b78ba311bc,exact_duplicate_review
recovered-moj-1434-v3-p93-34265447,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p93-34265447.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,93,102,10,66023d060eb600439a740feae0eee9d7e5f4a23f294c1ff409941daf0491d877,509962,6287c7e7c8561862a485b3288f9e8620acaf34d8fa0a72838702c0acb5b2aa6c,exact_duplicate_review
recovered-moj-1434-v3-p103-34262302,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p103-34262302.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,103,107,5,0fd295d6c09a15d6e9acc00f3ddeb92f76d67f696e55635d7aac80bfb81312a5,484168,c172f392dfa230e47c9fa457cb76e20ef3bb1ad71e20db8087902155878f0595,exact_duplicate_review
recovered-moj-1434-v3-p108-343219,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p108-343219.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,108,111,4,0dc874879231e5cdcc629f407fdea71972de79c6acbb33d26bee0b87c9c73f61,491855,a3f24b768f1de46e8709e9b63f460cfd217d3d3e5d7137bad4e625eddea4d1b0,exact_duplicate_review
recovered-moj-1434-v3-p112-34184985,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p112-34184985.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,112,122,11,e8acf13883809c15836bba8a5e85b447e35717c747a401f24e4b8ee7dfff9a42,516311,09187b4da8837460212aa2985c1d69154af461436c3b885c21928fe01116261c,exact_duplicate_review
recovered-moj-1434-v3-p123-347621,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p123-347621.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,123,127,5,d804945a28b347affba6ed991f19d73a52505e11637780f5029f787a9b5b286c,482985,cbe47c4cae8b50cfb41d9b3eab6553d2800fd84c0cd122937a4a1cca42e0b40d,exact_duplicate_review
recovered-moj-1434-v3-p128-33316247,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p128-33316247.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,128,140,13,a98769965e1407c8f170577d1cc17a779e811b6f51936e711ddf6e3dcfcc2bc5,518189,5a20095bcfc724ce9d6309fe71973462b4ffef9a43a51d08b86ee5e6e3cae229,exact_duplicate_review
recovered-moj-1434-v3-p141-348978,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p141-348978.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,141,150,10,eb0195831876f334206a4de1ce6ee66b0f05fb09919961c7d159ff6c402c8620,517744,779051d179392d481b36dfeef14c4627b0e64f0e88c805861062b913d496444e,exact_duplicate_review
recovered-moj-1434-v3-p151-33368850,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p151-33368850.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,151,156,6,3cbda36b332613cd655482cf4d2a140e0322abb6a378b5ee7774891dabf3b673,500642,e122a0bc8584b003922a3df90070d780a8a665189bbacccd239d8f3991d9ca88,exact_duplicate_review
recovered-moj-1434-v3-p157-34201455,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p157-34201455.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,157,162,6,8af68ec59a283a5f70e78e0566bc31705ad6b940be3dad743f3952e64dfbfe75,497892,7caa0365b7f68a6d2a20f478a02309ee2cc678449966b49d42d7bd74c9f49060,exact_duplicate_review
recovered-moj-1434-v3-p163-3436738,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p163-3436738.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,163,170,8,a80b0b3df1e507f679a20433f1d084979a63523685cda295b5d7b38aed5a9535,506998,2988b6a8937d804b223b9ed25ca2f0c2ad7eafea9369f373d7d74d93358b7e6b,exact_duplicate_review
recovered-moj-1434-v3-p171-33451680,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p171-33451680.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,171,175,5,6a1b2d8861a947d94af3347779fd3ee800f6be43bc208509758d3dbfeeb111b3,486291,8b80ad9129cd88d7d1b753a61c80c3b03177b01ecd06661808f1dc34238043b4,exact_duplicate_review
recovered-moj-1434-v3-p176-3410162,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p176-3410162.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,176,181,6,f5a327be7f4781194a08ab644f937b69ee28320affe3cbbedfc0c5332f8bb7f2,498426,4f15a687979ed8dff0117a6000d9901180fe423b84a3a4a6239dd49fe28d1910,exact_duplicate_review
recovered-moj-1434-v3-p182-33411618,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p182-33411618.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,182,190,9,042875a28d9023ad48df6111d8045fb63b1ddc7870338bec7d3c3ca695c6e7d3,520160,cb69c622e488ec94dffa00125abd9d98f0868b9448fa6ee4a4b8e3224f84078d,exact_duplicate_review
recovered-moj-1434-v3-p191-33442131,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p191-33442131.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,191,202,12,94a93f6daf7c753344d39b49dc33618f1684e39c6663133ca0a2a62e6a20c0f1,520050,c115936e97a10a98c81d397b102f92573bab5bbb1a2684df07ab4d973421bb60,private_manual_review
recovered-moj-1434-v3-p203-34194629,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p203-34194629.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,203,208,6,5aa2b7f2851eb01c59c97663a95f83176eb2aa934a3e9440b0dc638b30eadecb,501404,e31d7a6601508e798190e798051b081508ff9237acc2d0f5d184ef133dd4071e,exact_duplicate_review
recovered-moj-1434-v3-p209-34355584,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p209-34355584.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,209,219,11,9f27ef08abdfa23b2ed634666666d966034e6b58496b224961c5b6ec6b0e885e,505873,1998f97bd950ca0cf656e508d40ad2ffef95c2193cc0820e3d5744ef558ea926,exact_duplicate_review
recovered-moj-1434-v3-p220-3437753,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p220-3437753.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,220,226,7,966ba942dd12022f1a3ed2d58b575bb1b12e35f0f5d76ffe8a89a0337fe17504,513388,433a5e16f4bafe88bb3e36b6ae5bd8d82cbdab7f39f12bddc01398b9f5928cdf,exact_duplicate_review
recovered-moj-1434-v3-p227-33475191,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p227-33475191.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,227,230,4,2a71061a5d557ed609af3d1f68a99fe32d13d7f66be10630d5991c9cd6880f89,494409,3452db4394917f3d1ba40118243404e85db38c57ccb9f37971feda5de88539a4,exact_duplicate_review
recovered-moj-1434-v3-p231-3420688,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p231-3420688.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,231,235,5,f6992e2a35490c27ccff614fc41b1c5689b8263a583ce11b0c6b751f503890bb,486031,acf314db0f3987c2442ec72763119f5e511b4d55d4d126389b3da48bfcc542c8,exact_duplicate_review
recovered-moj-1434-v3-p236-3423451,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p236-3423451.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,236,239,4,b29a78e29dbe4999d4009c42dea67c28fa49eb2c202d28b174c86c2457b43cdc,495744,96866e60112878243454c813cca79d65d618c29e3f2a4f5ec234b32c37e94a75,exact_duplicate_review
recovered-moj-1434-v3-p240-34236377,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p240-34236377.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,240,247,8,e631fb919ad707ff214bb6bb27af896c9f0d5ff06cef400f44d8cad8244e319c,506916,bb296bf7f116d05bbc82a0083f64df005b4522d62982ab856b46869a0b572f59,exact_duplicate_review
recovered-moj-1434-v3-p248-34185130,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p248-34185130.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,248,252,5,d9bd99c8204c9b595ab54d1408624103c97887bccfc6be614ab3d4eb6028953f,509598,e73cef331b8fa1c9b1da44511099ba80d6a2b1a1cd7ab7cd327d8d116d9af5f5,exact_duplicate_review
recovered-moj-1434-v3-p253-34227500,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p253-34227500.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,253,258,6,87a39672cd3b81cfc95f7fd620cad83c037fd1d7e2601d201e3cac2f18181a78,500515,0ef32ff40212e20f36e26b41390c502448056a5e58c82a832ce37be097b1bd76,exact_duplicate_review
recovered-moj-1434-v3-p259-34234369,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p259-34234369.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,259,262,4,cffdf9e8c009d3b07bbc49a1c0c7dd79c208a4b0103f6fb0163c60dba0370ac5,494620,1690eb6c84b1fee5c6ec4a54bf38325d7dfdfb88ad4f1e585e80d7ce74a98129,exact_duplicate_review
recovered-moj-1434-v3-p263-34293396,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p263-34293396.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,263,268,6,5e2f421eec0f5f3bb78caeb8a8eece3dc78f175982764cdb13b37ee4e186fab9,502186,68ff0b1627fe16ee339e972defa8da863e58a57f49e4ddabd15483b404cd336c,exact_duplicate_review
recovered-moj-1434-v3-p269-33443865,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p269-33443865.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,269,280,12,6f2b31df1f54be45c853d6675b28fbfbe0d2d0cc98636cdf8cf3cc21f2937882,1271121,2240ebdff32b8656eea9efc18d75166773ee8f7d3b02b7b11f6e833e8a9c34f6,exact_duplicate_review
recovered-moj-1434-v3-p281-34261913,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p281-34261913.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,281,302,22,027df2cbeaf9e88e85d84fb374ff57814b1f6df268c493d8c090c11301a42a04,549127,bcb6570635b52e3958ce5aab950de157e07ce5176ec822bc55f6d39dfd9491da,exact_duplicate_review
recovered-moj-1434-v3-p303-3414283,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p303-3414283.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,303,312,10,c31b7957083559da0e95b03202b29b92a78a629beb9cbd0602aaee9602e724b3,511463,5dd5e7be4bf3cd22c31720b5f36e2c69fd43faa1d8a87a44ac2f386cdc76154a,exact_duplicate_review
recovered-moj-1434-v3-p313-34167155,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p313-34167155.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,313,318,6,262c130cf0f322de8e9142120236399573e9530570ad5fbe74b709de8c204f46,499937,26c6bfa6c6469ea32c5eee1dbbe0f559ae1938125d719c989084e0a128aac1cc,exact_duplicate_review
recovered-moj-1434-v3-p319-34260802,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p319-34260802.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,319,331,13,c012380f6cc742c61dc9294d0f8aa954a25002693a0fd3a197ef85a9569c964d,509873,c12902c62418f042af3f022f8faf21f9cf6554f305f4e01f9fa04adff332def0,exact_duplicate_review
recovered-moj-1434-v3-p332-33474299,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p332-33474299.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,332,338,7,dee1fd2870287cc9113c4ab7b9785e7e1022fe1bec038828f8cd41335702f1ef,504937,bbde9186572efd88bb88226fc888015f4ebc819c3cb1c24a6072b7ac0293ae1c,exact_duplicate_review
recovered-moj-1434-v3-p339-3414912,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p339-3414912.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,339,345,7,efdf2e03e57df62ea8a824d3dbc88d16954cb5f66e3084de2e88756945d752d2,490222,8fdc32a2598edf7c3117898dd98c37ce3a76204dab82b36596e4bf0f7409459a,exact_duplicate_review
recovered-moj-1434-v3-p346-34239280,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p346-34239280.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,346,349,4,e066d87cc0d1e63020ee5d29f19b9456965b673c4188186edaf22d0046b72fa1,493625,932f6b40364aecefefa72bdfd6afbf6c3484d03126b54640da3c2baa107a74f4,exact_duplicate_review
recovered-moj-1434-v3-p350-33462429,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p350-33462429.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,350,353,4,e50a08f95892ba1e4ffa90d75b2f97ad067e7d2173c436aa605582a0f403cec4,493493,d263a9094389451e532eaa0360101cf8b60d146f941290fec6d9bd8770b34abc,exact_duplicate_review
recovered-moj-1434-v3-p354-3454717,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p354-3454717.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,354,360,7,6e252ffeee9a77af786018f4b2fa6987c4db52d98de7e855b371c1b31d7b31af,513339,ab15b30c9b509feccebc55fbc878ee42d8f898c6e347a55bfe520d2d6957b094,exact_duplicate_review
recovered-moj-1434-v3-p361-34286925,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p361-34286925.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,361,368,8,eaa297a28a265306ead764ca7c9cc3443898a5bb91977df3fbe2cc7b94730d20,1253432,0c7a1ac4f8133c5e6412004e591a5cd4048941abe3c4a38afdda35dfae4553d9,exact_duplicate_review
recovered-moj-1434-v3-p369-34319310,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v3-p369-34319310.pdf,moj-judgments-1434-volume-3.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-3.pdf,9c54034ce7d443535fdf40305b5ae8f64a1adb54cd89ff928d7040b006bb7fef,5898258,369,380,12,8d0077f75b63f401f26fe903ca5a0face5cd0acdc3f748025bdd74279fc709d6,1380428,902b3515db1d454d9029cf04bebfd175ad1e3edcdb110a1ef92f94b6b0b16b05,exact_duplicate_review
recovered-moj-1434-v4-p5-34295094,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v4-p5-34295094.pdf,moj-judgments-1434-volume-4.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-4.pdf,47d4c5054697335c8926799bd75ca40e51c5ddb31286a024defb7310e90e713e,4858612,5,22,18,46cdce05bad00f8a2cdf6980a048626992f72c99c5ff43ae37ebe37ab74de203,538158,b435a5ddd93052fb721abf7ee9175afcb48f643f78680b73e76cf21003e11db7,exact_duplicate_review
recovered-moj-1434-v4-p23-3427303,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v4-p23-3427303.pdf,moj-judgments-1434-volume-4.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-4.pdf,47d4c5054697335c8926799bd75ca40e51c5ddb31286a024defb7310e90e713e,4858612,23,27,5,36082bb1bb326b937f32281f327adfa3b3aebab15886eabfec82772d0a97311b,489285,17fa9ea5d257580d852f4d14bcd42265be1082a59dd6d030c5376e367731d479,exact_duplicate_review
recovered-moj-1434-v4-p28-3435223,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v4-p28-3435223.pdf,moj-judgments-1434-volume-4.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-4.pdf,47d4c5054697335c8926799bd75ca40e51c5ddb31286a024defb7310e90e713e,4858612,28,32,5,0c136e870fb629e00dc88ee81c5a999912c1f4fd760c374715371bce426a5acc,497979,9ca48c34524a6f69d9789f0c9c68dc7f3a9d1c91af868aa3791631e167223ab6,exact_duplicate_review
recovered-moj-1434-v4-p33-3436038,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v4-p33-3436038.pdf,moj-judgments-1434-volume-4.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-4.pdf,47d4c5054697335c8926799bd75ca40e51c5ddb31286a024defb7310e90e713e,4858612,33,39,7,26d795297f4c452e782e94d201a0d62eab7e3e2f7f831216a9a2fcdaacad6d9d,495203,8735da07b806bf079b199b24b8f4522a70a63e570098233978d406587b3e0a17,exact_duplicate_review
recovered-moj-1434-v4-p40-3444104,extracted/recovered-moj-judgments-pdf/recovered-moj-1434-v4-p40-3444104.pdf,moj-judgments-1434-volume-4.pdf,archive-sources/moj/1434/moj-judgments-1434-volume-4.pdf,47d4c5054697335c8926799bd75ca40e51c5ddb31286a024defb7310e90e713e,4858612,40,44,5,d197eaa83a241e4a647bcd8b1f1bce2573f594d3806da70dcdeded5f871498fb,503737,d0eddf0c194c6a3818f9545065df9ba056809f7b64d661fbf49ca606774d9fa6,exact_duplicate_review
