source_url,http_status,bytes,sha256,pdf_link_count,status,reason
https://www.bog.gov.sa/knowledge-center/JudicialBlogs/Pages/default.aspx,000,,,0,failed,curl: (35) OpenSSL SSL_connect: SSL_ERROR_SYSCALL in connection to www.bog.gov.sa:443
https://www.bog.gov.sa/knowledge-center/JudicialBlogs/1444/Pages/default.aspx,000,,,0,failed,curl: (35) OpenSSL SSL_connect: SSL_ERROR_SYSCALL in connection to www.bog.gov.sa:443
https://www.bog.gov.sa/knowledge-center/PrinciplesBlogs/1439-1440-1441/Pages/default.aspx,000,,,0,failed,curl: (35) OpenSSL SSL_connect: SSL_ERROR_SYSCALL in connection to www.bog.gov.sa:443
https://www.bog.gov.sa/knowledge-center/JudicialBlogs/A1402-1436/Pages/default.aspx,000,,,0,failed,curl: (35) OpenSSL SSL_connect: SSL_ERROR_SYSCALL in connection to www.bog.gov.sa:443
